idkunden;Nachname;Vorname;Geburtsdatum;Stadt
23461;Schulz;Peter Rainer;1968-07-05;Sümmern jetzt Iserlohn
23462;Beck;Janek-Roman;1972-03-11;Stuttgart
23463;Alles;Oliver;1974-06-20;Stuttgart
23464;Fischer;Björn;1981-06-29;Wernau
23465;Sadikovic;Tevfik;1963-01-25;Brvine
23466;Mensebach;Alfredo;1964-01-28;Bad Cannstatt
23467;Sensoeyeler;Jonathan;1985-06-27;Leonberg
23468;Schipler;Ralph;1962-09-18;Bozen
23469;Paul;Mikail;1984-03-29;Saulgau
23470;Schlegel;Horst;1961-10-04;?
23471;Bauer;Thomas Michael;1968-10-21;Fuldatal ehem. Rothwesten
23472;Cvetanovic;Reinhard;1952-04-23;Gorcinci / Babusnica
23473;Baur;Konrad Oswald;1936-06-24;Lorch
23474;Afonso;Markus;1971-12-13;Remondes / Portugal
23475;Windmüller;Ignac;1946-07-20;Stuttgart
23476;Mahran;Manfred;1956-04-21;Port-Said
23477;Tesmer;Tomasz;1971-01-21;Berlin
23478;Stätter;Vladimir;1943-12-01;Stgt.-Untertürkheim
23479;Krüger - Costa;Manfred;1953-07-05;Ludwigsburg
23480;Conzelmann;Werner;1933-02-02;Albstadt
23481;Türkyilmaz;Janusz Stefan;1971-09-14;Ludwigsburg
23482;Uribe;Viliam;1979-11-29;Leonberg
23483;Hillmann;Erwin;1959-08-14;Leipzig
23484;Schieck;David;1963-02-15;Stuttgart - Weilimdorf
23485;Karas;Donald;1973-09-09;Heilbronn
23486;Schmidt;Godehard Hermann;1958-06-07;Ruda Slaska
23487;Sattler;Eugen Reinhold;1953-05-05;München
23488;Franz;Burhan;1965-01-15;Berlin
23489;Hontvari;Anton;1965-04-02;Budapest
23490;Colaci;Jürgen Felix;1958-01-17;Galatina / Lesse
23491;Jagoda;Thomas;1962-12-29;Koblenz-Neuendorf
23492;Hecht;Peter R.;1946-09-18;Hechingen
23493;Ismail;Horst;1955-01-23;Arbel
23494;Volz;Jörg Heiko;1972-05-03;Stuttgart
23495;Babowk;Peter Manfred;1987-07-30;?
23496;Schneider;Dieter Axel Michael;1960-08-19;?
23497;Wider;Otto;1957-04-06;Donauwörth
23498;Druck;Andre;1965-07-24;Kaiserslautern
23499;Lindinger;Reinhard;1952-04-23;München
23500;Seel;Peter;1947-09-05;?
23501;Wendt;Klaus;1951-01-14;Berlin
23502;Utens;Helmut;1958-02-25;Madona
23503;Gebert;Matthias;1970-07-11;Berlin-Spandau
23504;Kiefel;Lutz;1960-07-14;Duschandbe/UDSSR
23505;Hensch;Alojz;1952-08-03;Ak-Kabak
23506;Piechocki;Jose Antonio;1968-03-25;München
23507;Fedor;Klaus-Dieter;1960-11-08;Kosice
23508;Kammerer;Peter;1951-06-12;Stuttgart
23509;Reinhold;Heinz Günter udo;1959-12-24;Calw
23510;Heiler;Emerson;1973-01-27;Delmenhorst
23511;Simko;Ludwig Ferdinand;1938-07-25;M.Martin
23512;Kammin;Zbignbjew;1963-03-14;Hedelfingen
23513;Ferraro;Gerd Benno;1958-04-13;Zofingen
23514;Borsch;Rocco Vincenzo;1952-09-27;Erfurt
23515;Sild;Thomas;1965-06-21;Belise, Val.Povo
23516;Pfleiderer;Maik;1980-08-17;?
23517;Ramadani;Reinhard;1970-12-16;Gostivar
23518;Schnepf;Peter;1953-09-29;Stuttgart
23519;Westphahl;Uwe;1966-11-12;Stralsund
23520;Huber;Mario;1986-10-21;Ulm
23521;Schwarz;Jerzy Jozef P.;1942-12-13;?
23522;Rosca;Bernd;1943-03-03;Sibiu
23523;Nihtyanov;Dante Italino;1933-11-08;Parvomay
23524;März;Enzo Aaron;1979-11-15;Augsburg
23525;Böttcher;Rolf Manfred;1955-02-06;Lauterbach
23526;Walkowiak;Klaus-Siegfried;1940-12-15;Bochum
23527;Wonsak;Georg;1938-09-14;Eschwege
23528;Braunschweig;Martin;1969-08-16;Eisenberg/Pfalz
23529;Helfferich;Heinz Lothar;1947-06-08;Stuttgart
23530;Geiss;Karl Peter;1945-03-17;Weingarten
23531;Fülling;Pedro Alexandro;1970-05-27;Stuttgart
23532;Makiola;Sergio;1969-10-14;Berlin
23533;Gavristsuk;Gerd;1946-01-19;Vulga
23534;Tipuric;Peto;1948-12-25;Velilei / Prijavar
23535;Ellinghoven;Rene;1986-02-08;Steinthaleben
23536;Hummel;Peter;1957-09-15;Weingarten
23537;Pizzarelli;micha;1969-02-25;Fogia / Italien
23538;Akkioui;Michael;1965-10-09;Marokko
23539;Said Ibrahim;Stefan;1965-06-07;Mayotte (Mamoudzou)
23540;Arunasalam;Ronald Michael;1957-03-18;Jaffna
23541;Kralj;Nusret;1985-08-28;Geislingen an der Steige
23542;Schmidt;Andreas;1964-10-16;Kleinalmerode
23543;Tüchert;Sven;1981-09-22;Stuttgart
23544;Ksok;Ralf Joachim;1964-03-09;Mannheim
23545;Dimachkie;Andrew John;1958-10-10;Beirut
23546;Adelmeier;Roland;1942-02-20;?
23547;Münch;Andreas;1968-05-18;Chemnitz
23548;Liebe;Stefan;1956-10-03;?
23549;Schuster;Dieter;1955-01-19;Kaufbeuren
23550;Binder;Milos;1972-01-22;München
23551;Schmidt;Mike;1967-04-02;Nürtingen
23552;Jasper;Jörg Walter;1969-04-19;Salzgitter
23553;Zech;Werner;1954-10-22;Quedlinburg/Halberstadt
23554;Schulz;Giuseppe;1979-02-24;Schanbach
23555;Anguelov;Wolfgang Paul;1951-11-01;Dimitrovgrad / Bulgarien
23556;Schubert;Norbert;1960-11-30;Goldmoor
23557;Bochum;Peter;1953-03-19;Aich
23558;Adelmeier;Rainer;1947-05-22;?
23559;Scanni;Manfred;1946-11-07;Brindisi
23560;Kraft;Andreas;1957-04-22;Berlin
23561;Götz;Yildirim;1978-02-14;Heilbronn
23562;test100;Hans Jürgen;1957-02-11;dasf
23563;Schoch;Farrokh;1964-12-30;Öhningen
23564;Schlegel;Werner;1949-11-05;?
23565;Born;Ulrich;1948-02-20;Berlin
23566;Wassermann;Hans;1940-02-19;?
23567;Utz;Werner;1959-08-21;Ellwangen
23568;Zimmermann;Jean Christoph;1981-11-05;Grothenrath
23569;Rexhaj;Robert;1959-08-14;Prizren
23570;Cardoso Pereira;Martin Bernd;1952-11-28;Lissabon
23571;Maull;Aristeidis;1968-10-25;Ludwigsburg
23572;Sörgel;Heiko;1952-01-23;Varel
23573;Epple;Roland Andre;1952-05-31;Stuttgart
23574;Bink geb. Rennspieß;Günther Fritz;1952-06-05;Duisburg
23575;Beer;Markus;1969-08-08;?
23576;Schippers;Hilmar Leopold;1943-09-20;Stuttgart
23577;Paduch;Janek-Roman;1972-03-11;Banska Bystrica
23578;Vlasovs;Ulrich;1948-02-20;Riga
23579;Mann;Hans Jürgen;1957-02-11;Nürnberg
23580;Glowa;Americo Paulo de Jesus;1969-05-06;Königsee
23581;Joseph;Arafa Fouad;1950-09-28;Stuttgart
23582;Gregorio da Chunha;Rudolf;1942-03-19;Vila Puca da Aguiar
23583;Krüger;Erhard Frank;1967-08-05;Ostfildern
23584;Pucks;Dieter Hans;1971-02-12;Stuttgart-Bad Cannstatt
23585;Dahl;Jura Erik;1960-05-30;?
23586;Schneider;Hans;1942-12-12;Dresden
23587;Alsleben;Jürgen Walter;1970-02-21;Güsten / Bernburg
23588;Onder;Franz;1944-12-12;Vejprty
23589;Khodr;Stefan;1972-10-01;Tripoli
23590;Reck;Mohamed-Ali;1982-10-18;Bad Langensalza
23591;Balint;Wolfgang;1962-05-17;Lugoj
23592;Bergner;Hans-Willi;1950-12-29;Greiz
23593;Thomas;Uwe;1960-07-13;?
23594;Raeder;Udo;1969-03-08;Jeschenkendorf
23595;Frieser;Hasan;1957-02-20;Bad Winsheim
23596;Lihtar;Carsten;1962-02-20;Virovitica
23597;Barthel;Eugen;1951-03-11;Dobeln
23598;Osman;Yunus;1984-01-19;Karat
23599;Koriba;Alejandro Fab.;1969-02-24;Casbah
23600;Obeid;Alfons;1957-07-22;Hara
23601;Krüger - Costa;Hans-Dieter;1953-03-03;Ludwigsburg
23602;Riester;Gustav;1947-01-03;Stuttgart
23603;Kühlein;Wolfgang;1963-01-02;Bayreuth
23604;Katt;Piotr;1963-08-18;Baden-Baden
23605;Müller;Karl - Heinz;1944-12-29;Stuttgart Bad Cannstatt
23606;Flaig;Werner;1934-05-08;Stutgart
23607;Klotz geb. Prill;Frank Rainer;1973-10-04;Soest
23608;Kraft;Artur;1979-10-25;Berlin
23609;Sorgatz;Helmut;1941-06-25;Heilbronn
23610;Mauropoulos;Thomas Raffaele;1955-11-26;?
23611;Paul;Norbert;1965-05-31;Saulgau
23612;Prinz;Avdiya;1947-03-24;Korntal-Münchingen
23613;Hahn;Gerd Rüdiger;1965-01-28;Stgt.Bad Cannstatt
23614;Poljak;Stjepan;1945-10-24;Jarmina
23615;Jovanovic;Jürgen-Hermann;1948-01-22;Belgrad
23616;Mizera;Dimitrios;1939-08-08;Katowice
23617;Rosinus;Josef;1971-08-16;?
23618;Kautz;Strfan;1974-05-24;Akusuat
23619;Hummelbeck;Erich;1961-11-26;Oldenburg
23620;Rödel;Lutz Matthias;1963-07-25;Kulmbach
23621;Tournier;Thomas;1965-05-14;New York
23622;Schantz;Volker;1952-12-19;?
23623;Vycital;Klaus Frank;1966-12-16;Neuwied
23624;Parkinson;Fatih;1977-09-26;Manchester
23625;Smole;Max;1925-09-03;Kozje
23626;Ettorre;Diar;1977-06-11;Bietigheim
23627;Hemming;Stefan David;1971-06-06;Stuttgart
23628;Samaras;Abbas;1985-03-01;Kozanis
23629;Schleehuber;Petru;1958-04-12;?
23630;Bink geb. Rennspieß;Aurel;1971-01-27;Duisburg
23631;Vycital;Manfred;1940-09-05;Neuwied
23632;Mbayo;Thomas;1964-09-02;Kongolo
23633;Titz;Rolf;1935-04-04;Buchloe
23634;Werner;Hans-Richard;1944-01-24;?
23635;Anabtawi;Pireh Babi;1967-05-04;Jerusalem
23636;Bruckner;Adolf Georg;1939-08-20;Marienberg
23637;Sachenidis;Uwe Karl Heinz;1970-08-23;Dramas
23638;Szolyga;Andreas Ralf;1962-10-25;Szczecinek
23639;Weinhardt;Tari;1980-09-29;Brandenburg
23640;Pahnke;Helmut Ferdinand;1943-11-12;Marburg
23641;Steffl;Erhan;1981-06-25;Künzelsau
23642;Baruti;Konrad;1958-09-23;Tirane
23643;Weiß;Paulo J Gomes;1973-06-21;Hoyersweda
23644;Kennedy;Rasched;1979-08-19;Benin-City
23645;Kolay;Waldemar;1978-12-03;ISMIR
23646;Assonfack;Thomas Alfred;1972-10-22;Fondonera
23647;Schmelling;Velik Valeriev;1977-04-14;?
23648;Travaglione;Di Marcantonio;1947-05-27;Neapel
23649;Röttger;Klaus Martin;1963-12-01;?
23650;Stehr;Ronald Peter;1972-06-17;Aalen / Ostalbkreis
23651;Langer;Peter;1963-04-18;Hildesheim
23652;Harnisch;Michael;1958-08-28;Erfurt
23653;Nadir;Wilfried;1948-01-18;Issum
23654;Strähnz;Eddy;1971-03-29;Wurzen
23655;Allwohn;Ignac;1946-07-20;Bad Nauheim
23656;Coenen;Thorsten christian jürgen;1978-01-22;Setterich
23657;Kozlovic;Hendryk;1963-11-10;Bad Mergentheim
23658;Ziemann;Theocharis;1965-08-22;Waiblingen
23659;Eitel;Volkmar;1963-03-02;Stuttgart
23660;Schwesinger;Joachim;1960-02-01;Karlsruhe
23661;Weiser;Peter-Helmut;1965-01-19;Stuttgart
23662;Mahr;Alexander;1975-08-13;Magstadt
23663;Ränsch;Peter;1961-11-17;Berlin
23664;Mesic;Peter;1966-12-07;Bijela-Jublanica
23665;Drecaj;Bernhard-Günter;1955-06-23;Drenic
23666;Stöckler;Herbert Otmar;1957-01-29;Viernheim
23667;Rau;Rolf Rudi;1958-06-07;Ebingen
23668;Baur;Johannes Dieter;1955-08-09;?
23669;Kob;Günter;1942-09-01;Sonneberg  (Kreis Erfurt)
23670;Börner;Julius;1940-07-29;Stollberg
23671;Schopp;Günter Kurt Ernst;1921-08-06;Esslingen
23672;Rößler;Ali;1964-06-11;Greifswald
23673;Joesten;Bernhard;1942-12-01;Schwerin
23674;Eidenschink;Dieter;1952-04-07;?
23675;Werner;Wilfried;1950-10-13;?
23676;Hahn;Alexander;1956-10-08;Stuttgart
23677;Schaller;Manfred;1965-02-20;?
23678;Brey;Nishan;1974-05-01;Neustadt/ Donau
23679;Yilmanz;Dietmar;1961-08-07;Igdir / Türkei
23680;Nandke;Rainer;1964-08-20;Hamburg
23681;Beckert geb. Müller;Michael;1948-06-27;Laupheim
23682;Fitz;Mike;1967-04-02;Memmingen
23683;Lurz;Bernd;1959-01-26;Hilgert / Westerwald
23684;Alimay;Josip;1955-12-28;?
23685;Tydecks;Werner Richard;1944-02-04;?
23686;Gheorghe;Jürgen Jan;1967-10-19;Turnu Magurele
23687;Leitner;Ingolf Olaf;1963-06-14;Groß-Hermsdorf
23688;Schmidt;Andreas;1972-09-18;?
23689;Balint;Siegfried;1957-03-08;Lugoj
23690;Gast;Mladen;1972-12-31;?
23691;Schill;Dieter;1939-11-07;Kassel
23692;Büchel;Salvatore;1959-01-01;Köln
23693;Probach;Uwe Karl Heinz;1960-11-18;Villingen-Schwenningen
23694;Apel;Wolfgang Leonhard;1948-07-30;Remda
23695;Zienert;Klaus-Peter;1959-09-07;Stuttgart
23696;Heinroth;Wolfgang Helmut Ewald;1961-01-29;Wallhausen
23697;Argembeaux;Sascha;1977-12-25;?
23698;Schilling;Viktor;1984-06-15;Karaganda
23699;Rohr;Wolfgang;1963-07-19;Berlin
23700;Özdemir;Karl-Heinz;1956-12-07;Domanic
23701;Fuchs;Raimund;1953-05-28;Pforzheim
23702;Zürn;Franz;1926-12-20;Gommersdorf/Künzelsau
23703;Niedzwetzki;Christian Dietrich;1965-04-01;Osterode
23704;Talent;Tibor;1961-03-02;Ravensburg
23705;Maruszczyk;Stanoje;1974-12-02;Cottbus
23706;Schneider;Harald Reinhard;1956-09-04;Menzingen J Kraichtal
23707;Abd El Aziz;Jürgen;1946-09-21;Alexandria
23708;Belka;Claude Roger Luis;1942-10-04;Lemgo
23709;Schwab;Olaf;1964-09-18;?
23710;Tenda;Petro;1960-07-21;Ovadas
23711;Egiazarov;Rene;1986-04-02;Baku
23712;Bandel;Michael Bruce Horst;1962-03-23;Zeitz
23713;Armiento;Gabriel;1972-08-13;Monte St.Angelo
23714;Richter;Detlef Wingolf;1952-10-24;Chemnitz
23715;Kern;Muhamet;1963-08-09;Stuttgart
23716;Stolle;Holger;1961-05-05;Marl
23717;Huße;Walter;1958-08-30;Erlangen
23718;Grunewald;Emil;1934-08-17;Stuttgart
23719;Degenhart;Giuseppe;1975-07-12;Heilbronn
23720;Krause;Kay Sönke;1973-06-15;Altenkirchen
23721;Pühringer;Thomas;1965-05-05;Stuttgart
23722;Coenen;Robert;1931-08-20;Setterich
23723;Friemelt;Horst Günter;1943-10-07;?
23724;Rupic;Franz;1945-03-07;Sibenic
23725;Kurz;Manfred;1940-12-30;Stuttgart-Bad Cannstadt
23726;Becker;Enrico;1986-11-10;Briey
23727;Jünger;Charles;1960-12-10;Landsber / Lech
23728;Mazuriks;Manfred;1963-03-03;Valmiera
23729;Gottsmann;Marcel;1977-05-23;Löbau
23730;Ultes;Heinz Günther;1949-08-06;?
23731;Ruoff;Piotr Adam;1972-08-09;?
23732;Cassese;Tomasz;1971-01-21;Palma Campania (Na)
23733;Hensen;Alexander;1972-12-22;Dessau
23734;Süsser;Krasimir;1961-02-05;?
23735;Kastl;Michael;1941-12-31;Mettingen
23736;Klüver Espinola;Fragkos;1973-05-30;Carmen De Parma
23737;Matheis;Klaus-Dieter;1947-04-28;Sigmaringen
23738;Sarian;Torsten Michael;1961-11-02;Isfahan
23739;Swienty;Rolf;1945-06-20;Walbeck
23740;Mähnert;Carsten;1966-03-04;Essen
23741;Lang;Rene Siegfriede;1966-10-22;Dnennonetrousskij
23742;Stefan;Andreas;1959-12-01;Stuttgart
23743;Winter;Milan;1970-03-21;Heidelberg
23744;Kacalojevic;Bernhard;1942-12-01;Kobisnica
23745;Rau;Andreas;1972-12-31;Unterhaugstett
23746;Allgaier;Mykola;1962-09-20;?
23747;Vinkovics;Mathias;1979-07-31;?
23748;Say;Konrad Peter;1959-03-11;Banjul
23749;Sadkhan;Abdellatif Salarie;1974-07-30;Bagdad
23750;Castrovilli;Karl-Heinz;1956-12-07;Canosa Di Puglia
23751;Züfle;Jochen;1965-06-11;Freudenstadt
23752;Chalghoumi;Mohamed;1953-03-19;Sindelfingen
23753;Häußermann;Armin;1963-08-11;Neuenstadt Am Kocher
23754;Hardtke;Reinhard Justus;1949-02-11;Brombach
23755;Strohbach;Massimiliano;1976-11-24;Stuttgart
23756;Hummel;Luigi;1981-08-26;Weingarten
23757;Kratel;Siegfried;1933-11-23;Oppach
23758;Heidfeld;Werner, Udo;1966-08-22;Berlin
23759;Verga;Günter Walter;1940-11-03;Rho bei Milano
23760;Matter;Helmut;1941-06-25;Heidelberg
23761;Rittmann;Volker;1966-01-06;Oberdorf Am Neckar
23762;Gutdabelli;Ladislav;1950-06-13;Turiamova
23763;Ferwing;Norbert;1962-12-30;Hamburg
23764;Azagaghe;Kleiner;1911-11-11;Rüsselsheim
23765;Wetzel;Werner;1947-07-05;Berlin
23766;Deminie;Uwe  Robert;1956-07-31;?
23767;Rummer;Karl Heinz;1955-07-14;Heidelberg
23768;Hadan;Miroslav Ivanov;1972-10-24;Halberstadt
23769;Lederer;Thomas;1969-03-01;Hermannstadt
23770;Draber;Ulrich;1954-01-14;Danzig
23771;Lichte;Patrick;1982-04-29;Bad Oenhausen
23772;Eckert;Uwe Karl Heinz;1970-08-23;Eppingen
23773;Marcus;Jura Erik;1960-05-30;Bukarest
23774;Olah;Hugo;1938-06-05;Rimavska
23775;Frieser;Mauro;1965-02-12;Bad Winsheim
23776;Schmidt;Ingo Otto Erich;1948-04-24;?
23777;Sartor;Gerhard;1940-02-21;Offenburg
23778;Trzeba;Gianni;1969-01-01;Triberg
23779;Saunders;Daniel;1986-08-06;London
23780;Zimmermann;Johann;1939-05-01;Grothenrath
23781;Vollmar;Mike;1976-12-21;Edenkoben
23782;Bochum;Thomas;1965-05-05;Aich
23783;Schneekloth;Osman;1946-09-01;Buxtehude
23784;Becker;Vlado;1943-10-20;Kassel
23785;Silcher;Waldemar;1941-08-09;Stuttgart
23786;Wild;Dominic;1981-11-29;Fürth
23787;Makiola;Markus;1984-08-12;Berlin
23788;Heinrich;Matthias;1970-07-11;Winz-Niederwenigern
23789;Muschal;Manfred;1967-01-17;Ludwigsburg
23790;Kopp;Paulo;1970-05-05;Remscheid
23791;Bozenhard;Dragoljub;1942-08-29;?
23792;Chrostek;Andreas;1961-07-29;Ruda Slaska
23793;Occhilupo;Oto;1980-02-16;Zug / Schweiz
23794;Korenic;Michael Rudolf;1972-12-15;Rijeka
23795;Anguita;Christian;1977-08-17;Madrid
23796;Bönke;Alexander;1974-06-28;?
23797;Roser;Steffen;1958-06-25;Leonberg
23798;Guadalupi;Wolfgang Dieter;1960-09-09;Brindisi
23799;Rosinus;Michael;1977-03-20;?
23800;Kolb;Dieter Axel Michael;1960-08-19;Böblingen
23801;Rost;Raffaele;1977-05-16;Annahütte
23802;Eilers;Matthias;1967-12-04;Bockhorn / Niedersachsen
23803;Krieg;Jürgen;1974-02-21;Backnang
23804;Siegler;Hüseyin;1965-04-01;?
23805;Bretz;Jan;1971-08-08;?
23806;Haile;Dafer;1944-03-02;Asmara
23807;Grund;Hartmut;1967-03-25;Staaken
23808;Buck;Lothar;1959-09-08;?
23809;Drecaj;Hyazinth;1963-09-24;Drenic
23810;Kesler;Matthias;1970-07-11;Semipaletinsk/Kasachstan
23811;Özvardarli;Peter;1955-02-15;?
23812;Khospi;Hubert;1965-05-21;Esperiz-Merivan
23813;Haack;Remo;1957-10-10;Tostedt / Harburg
23814;Schoch;Lars;1987-04-02;Stuttgart
23815;Frank;Rudolf;1958-11-01;Vohenstrauß
23816;Ruegg;Hermann Josef;1953-05-05;?
23817;Krauß;Holger Horst;1956-06-20;Stuttgart
23818;Rittmann;Rolf;1951-10-12;München
23819;Horvath;Hans Karl;1956-11-19;Lucenec
23820;Schipler;Olaf;1968-09-16;Bozen
23821;Kurz;Peter;1948-12-06;Stuttgart
23822;Bodesinsky;Hans Rudi;1957-03-08;Lauf/Peg
23823;Schoch;Bernd Robert;1957-11-22;Stuttgart-Hedelfingen
23824;Kempkens;Peter;1957-03-26;Krefeld-Ürdingen
23825;Roser;Udo;1957-03-06;Leonberg
23826;Leetz;Reinhold;1955-10-06;Pritzwalk
23827;Varelas;Dirk;1977-12-13;Esslingen
23828;Ramadani;Gerd Reiner;1957-06-19;Gostivar
23829;Eichel;Michael Günter;1964-06-15;?
23830;Wendt;Caner;1975-08-05;Berlin
23831;Thelen;Bernd;1953-10-03;?
23832;Giese;Helge Günter;1978-07-22;Nowa Ruda
23833;Camarero Gonzales;Manfred Hans-Georg;1959-06-13;A Coruna
23834;Maull;Andrzej;1960-08-08;Ludwigsburg
23835;Stanzani;Rudi Willi;1942-09-03;Goro Ferrara
23836;Zeidler;Tomas;1978-12-28;Schwäbisch Gmünd
23837;Frankmann;Denes Janos;1947-01-11;Manheim
23838;Das;Michael;1970-03-02;Bremerhaven
23839;Krüger - Costa;Mehmet Hanifi;1977-08-24;Ludwigsburg
23840;Schneider;Dieter;1949-02-25;Kassel
23841;Al Hoseini;Marian;1968-01-06;Bagdad
23842;Said Ibrahim;Petar;1967-06-29;Mayotte (Mamoudzou)
23843;Csonka;Lothar Tilo;1959-04-22;Rimavska Sobota
23844;Sarp;Peter;1961-11-17;Oevecipinar
23845;Linder;Dirk;1966-06-17;Stuttgart
23846;Gey;Michael;1967-04-27;Markranstädt
23847;Richter;Ralf Joachim;1964-03-09;Chemnitz
23848;Mustafa;Manfred;1963-06-11;Arpil
23849;Viskovsky;Yanev;1954-07-29;Novy Jicin
23850;Bader;Jens;1981-01-29;Würzburg
23851;Moers;Michael;1961-01-19;Eschweiler
23852;Hatefiyoun;Reinhold;1942-09-19;Stuttgart
23853;Zimmermann;Robert;1946-07-20;Tübingen
23854;Schips;Alexander;1975-01-14;Schorndorf
23855;Weber;Gregor;1983-09-01;Stuttgart
23856;Michelioudakis;Herbert;1953-01-28;Athina
23857;Salhoff;Tilman;1981-10-21;Cottbus
23858;Herzog;Volker;1952-12-19;Schwedt-Oder
23859;Bewernitz;Lutz Matthias;1963-07-25;Kröpelin-Bad Doberan
23860;Zimmer;Remus;1967-11-21;?
23861;Yalcin;Abdallah ben Ali;1949-04-13;Türkeli
23862;Abdo;Manfred;1940-09-05;Taiz Yem
23863;Hornig;Hans-Peter;1947-02-03;Heidelberg
23864;Van der zee;Dieter;1941-11-07;Apeldoorn
23865;Savina;Michael Christian;1967-07-30;Laverano
23866;Kiflemarian;Tobias;1983-07-26;Adis Abbeba
23867;Arkah Muhammed;Bernd-Klaus;1954-10-04;Kerkuk
23868;Lange;Sven;1973-06-19;Moers KRS Wesel
23869;Philipp;Virginijus;1965-04-08;Mannheim
23870;Müller;Werner;1933-02-02;Stuttgart
23871;Zagar;Bernhard;1963-09-30;Gornji Zagari
23872;Wüstemann;Rolf Erwin;1937-04-30;Eschwege / Hessen
23873;Schönrock;Bernd;1961-10-07;Hirschau
23874;Finn;Ringo;1977-03-15;Freising
23875;Menzel;Dieter;1953-06-16;Stuttgart
23876;Baumann;Andreas;1959-12-01;Stuttagrt-Bad Cannstatt
23877;Yildirim;Helmut;1942-10-16;Nagold
23878;Spencer;Pedro;1964-12-10;Hall
23879;Müller;Uwe Jörg;1963-03-30;Leipzig
23880;John;Antonio;1968-06-12;Wahlstedt
23881;Maier;Josef;1932-09-08;Ulm-Wiblingen
23882;Eisele;Detlef;1966-05-10;Geislingen an der Steige
23883;Karn;Xiuguang;1970-10-14;?
23884;Noe;Bernd;1969-12-15;Worms
23885;Pagnutti;Reinhard;1954-05-05;Stuttgart
23886;Stengel;Piotr;1968-01-20;?
23887;Kuckuck;Manfred;1941-05-07;Hannover
23888;Röntgen;Leonhard Alois;1942-08-19;Hameln
23889;Schulz;Hartmut;1942-12-05;Stuttgart
23890;Abdullah Hasan;Uwe-Helmuth;1941-11-16;Bagdad
23891;Böhme;Helmut;1960-05-16;?
23892;Heissenstein;Karl-Heinz;1939-04-04;Hildesheim
23893;Leetz;Michael-Markos;1963-07-24;Pritzwalk
23894;Dietz;Harald;1948-09-03;Schwarzbach
23895;Ohm;Hans-Richard;1944-01-24;Bergen
23896;Behncke;Detlef;1966-05-10;Schwerin
23897;Andreijanic;Serhan;1974-12-02;Stuttgart
23898;Krauß;Ostap;1965-01-05;Stuttgart
23899;Ernhardt;Mike Matthias;1972-01-06;Iggingen-Brainkofen
23900;Bodtner;Wolfgang;1962-05-12;Göppingen
23901;Abdulla Amin;Maurizio;1985-07-14;Mosul / Irak
23902;Heidfeld;Gerd Benno;1958-04-13;Berlin
23903;Schäfer;Peter;1955-02-15;Osijek
23904;Ferwing;Walter;1952-03-15;Hamburg
23905;Bauer;Efosa;1978-01-10;Halle
23906;Hayes;Hans-Peter Otto;1956-10-08;Macon
23907;Geyer;Jörg;1961-02-27;Danzweiler
23908;Büchner;Gustav;1947-01-03;Kamps
23909;Treuer;Klaus Gunther Clemens;1972-10-22;Freudenstadt
23910;Schmidt;Aurel;1971-01-27;Husum
23911;Strominski;Hermann;1940-08-02;Ratibor / Polen
23912;Raciti;Winfried;1963-07-20;Catania
23913;Müller;Thomas;1962-09-08;Bergen Rügen
23914;Dias Andrade;Frank Berthold;1978-06-25;?
23915;Straub;Ralf;1963-10-10;Bamberg
23916;Kren;Jürgen - Michael;1967-12-13;Neunkirchen
23917;Viehweger;Ralf;1971-10-10;Stuttgart
23918;Aydogdu;Ivan;1963-05-10;Feri
23919;Hainsch;Kai, Uwe;1965-09-20;Apolda
23920;Räuchle;Karl;1948-04-19;Heidenheim
23921;Glank;Manfred;1941-06-15;Rosenfeld
23922;Braun;Stephan Wilfried;1967-11-23;Cham
23923;Lixi;Johannes;1961-11-28;S. Gavino M.le
23924;Sener;Dubravko;1974-03-11;Yenisehir
23925;Lorenc;Mohamed-Ali;1982-10-18;Gumpols (Humpolec)
23926;Milinkovic;Ziad;1972-04-07;Nagold
23927;Adem;Detlef;1964-02-27;Erethrea
23928;Dettki;Marc-Oliver;1971-04-29;Villingen
23929;Lüttgens;Sven;1976-06-19;Beckum (Krs. Wahndorf)
23930;Konameni Wandji;Vanja;1976-10-04;Donala
23931;Alsleben;Markus;1976-04-21;Güsten / Bernburg
23932;Mesic;Sven;1973-06-06;Bijela-Jublanica
23933;Sahin;Klaus Otto;1953-01-30;Iskenderun
23934;Fischer;Hartmut;1963-03-20;Furth im Wald
23935;Ohm;Helmut;1955-03-31;Bergen
23936;Zuber;Rudolf;1956-08-17;Prag
23937;Kesler;Petar;1967-06-29;Semipaletinsk/Kasachstan
23938;Castillo-Burgeno;Rudolf;1956-08-17;Madrid
23939;Drexelius;Jürgen;1975-03-23;Nagold
23940;Harn;Antonio;1947-03-08;?
23941;Ilausky;Adan Abdillahi;1948-12-10;Ishewsk
23942;Theodoridis;Norbert;1962-01-28;Oberhausen
23943;Mohamed-Hassen;Thomas;1971-04-30;Mosul
23944;Fappiano;Jürgen;1962-10-02;Roma
23945;Liebig;Uwe Matthias;1960-01-29;Stuttgart
23946;Hofmann;Heinz Joachim Günter;1960-06-03;Marbach am Neckar
23947;Kosch;Claus Dieter;1957-02-15;Stuttgart
23948;Mahr;Hermann Josef;1936-07-21;Magstadt
23949;Aliji;Josef;1939-07-03;Gostiyar Rovinj
23950;Klöss;Christian;1968-02-16;München
